; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/data/sequences/peak-motifs_test_maxlen1000.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/results/discovered_motifs/positions_8nt_m4/peak-motifs_positions_8nt_m4.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/results/discovered_motifs/positions_8nt_m4/peak-motifs_positions_8nt_m4_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/data/sequences/peak-motifs_test_maxlen1000.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/results/discovered_motifs/positions_8nt_m4/peak-motifs_positions_8nt_m4.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/results/discovered_motifs/positions_8nt_m4/peak-motifs_positions_8nt_m4_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26223
;		c	0.24007
;		g	0.23539
;		t	0.26231
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name            	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	positions_8nt_m4	14	4	1	-32.100	13.000	45.100	a:0.262 c:0.240 g:0.235 t:0.262 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
positions_8nt_m4	-5.0	729	193309	21703	1.009390e-01	9.563146e-02	20561.82	5.278625e-17	7.390075e-15	14.13	1
positions_8nt_m4	-4.9	671	193980	21032	9.781825e-02	9.204929e-02	19791.61	2.458104e-20	3.441346e-18	17.46	2
positions_8nt_m4	-4.8	686	194666	20346	9.462772e-02	8.918918e-02	19176.65	9.240403e-19	1.293656e-16	15.89	3
positions_8nt_m4	-4.7	720	195386	19626	9.127905e-02	8.578165e-02	18444.00	9.923585e-20	1.389302e-17	16.86	4
positions_8nt_m4	-4.6	633	196019	18993	8.833502e-02	8.277105e-02	17796.69	9.491339e-21	1.328787e-18	17.88	5
positions_8nt_m4	-4.5	612	196631	18381	8.548865e-02	8.012974e-02	17228.78	6.565682e-20	9.191955e-18	17.04	6
positions_8nt_m4	-4.4	590	197221	17791	8.274460e-02	7.699244e-02	16554.22	2.257081e-23	3.159914e-21	20.50	7
positions_8nt_m4	-4.3	602	197823	17189	7.994475e-02	7.449223e-02	16016.65	8.545349e-22	1.196349e-19	18.92	8
positions_8nt_m4	-4.2	577	198400	16612	7.726116e-02	7.178808e-02	15435.23	1.278878e-22	1.790429e-20	19.75	9
positions_8nt_m4	-4.1	563	198963	16049	7.464269e-02	6.889956e-02	14814.16	1.521026e-25	2.129437e-23	22.67	10
positions_8nt_m4	-4.0	578	199541	15471	7.195446e-02	6.660832e-02	14321.52	4.637563e-23	6.492588e-21	20.19	11
positions_8nt_m4	-3.9	573	200114	14898	6.928948e-02	6.389620e-02	13738.38	2.966024e-24	4.152434e-22	21.38	12
positions_8nt_m4	-3.8	542	200656	14356	6.676868e-02	6.150366e-02	13223.96	5.753927e-24	8.055498e-22	21.09	13
positions_8nt_m4	-3.7	537	201193	13819	6.427113e-02	5.917433e-02	12723.13	2.463870e-23	3.449418e-21	20.46	14
positions_8nt_m4	-3.6	548	201741	13271	6.172242e-02	5.714312e-02	12286.40	8.294100e-20	1.161174e-17	16.94	15
positions_8nt_m4	-3.5	521	202262	12750	5.929929e-02	5.495169e-02	11815.22	1.199655e-18	1.679517e-16	15.77	16
