; classfreq  -v 1 -ci 20 -o $RSAT/public_html/tmp/apache/2014/09/05/peak-motifs.2014-09-05.194903_2014-09-05.194903_oebJl9/results/discovered_motifs/positions_8nt_m1/peak-motifs_positions_8nt_m1_site_distrib.tab
;	min                 	minimum of class interval (inclusive)
;	max                 	maximum of class interval (exclusive)
;	center              	center of class interval
;	n                   	occurrences
;	n_cum               	cumulative occurrences (inclusive)
;	n_dcum              	decreasing cumulative occurrences (inclusive)
;	f                   	frequencies
;	f_cum               	cumulative frequencies (inclusive)
;	f_dcum              	decreasing cumulative frequencies (inclusive)
#[min	max[	center	n	n_cum	n_dcum	f	f_cum	f_dcum
-480	-460	-470	3	3	56	0.05357	0.05357	1.00000
-460	-440	-450	1	4	53	0.01786	0.07143	0.94643
-440	-420	-430	2	6	52	0.03571	0.10714	0.92857
-420	-400	-410	3	9	50	0.05357	0.16071	0.89286
-400	-380	-390	1	10	47	0.01786	0.17857	0.83929
-380	-360	-370	0	10	46	0.00000	0.17857	0.82143
-360	-340	-350	1	11	46	0.01786	0.19643	0.82143
-340	-320	-330	0	11	45	0.00000	0.19643	0.80357
-320	-300	-310	0	11	45	0.00000	0.19643	0.80357
-300	-280	-290	2	13	45	0.03571	0.23214	0.80357
-280	-260	-270	3	16	43	0.05357	0.28571	0.76786
-260	-240	-250	0	16	40	0.00000	0.28571	0.71429
-240	-220	-230	3	19	40	0.05357	0.33929	0.71429
-220	-200	-210	0	19	37	0.00000	0.33929	0.66071
-200	-180	-190	3	22	37	0.05357	0.39286	0.66071
-180	-160	-170	1	23	34	0.01786	0.41071	0.60714
-160	-140	-150	1	24	33	0.01786	0.42857	0.58929
-140	-120	-130	1	25	32	0.01786	0.44643	0.57143
-120	-100	-110	1	26	31	0.01786	0.46429	0.55357
-100	-80	-90	1	27	30	0.01786	0.48214	0.53571
-80	-60	-70	1	28	29	0.01786	0.50000	0.51786
-60	-40	-50	2	30	28	0.03571	0.53571	0.50000
-40	-20	-30	1	31	26	0.01786	0.55357	0.46429
-20	0	-10	0	31	25	0.00000	0.55357	0.44643
0	20	10	1	32	25	0.01786	0.57143	0.44643
20	40	30	0	32	24	0.00000	0.57143	0.42857
40	60	50	1	33	24	0.01786	0.58929	0.42857
60	80	70	2	35	23	0.03571	0.62500	0.41071
80	100	90	0	35	21	0.00000	0.62500	0.37500
100	120	110	2	37	21	0.03571	0.66071	0.37500
120	140	130	2	39	19	0.03571	0.69643	0.33929
140	160	150	1	40	17	0.01786	0.71429	0.30357
160	180	170	2	42	16	0.03571	0.75000	0.28571
180	200	190	2	44	14	0.03571	0.78571	0.25000
200	220	210	2	46	12	0.03571	0.82143	0.21429
220	240	230	1	47	10	0.01786	0.83929	0.17857
240	260	250	0	47	9	0.00000	0.83929	0.16071
260	280	270	0	47	9	0.00000	0.83929	0.16071
280	300	290	0	47	9	0.00000	0.83929	0.16071
300	320	310	1	48	9	0.01786	0.85714	0.16071
320	340	330	1	49	8	0.01786	0.87500	0.14286
340	360	350	0	49	7	0.00000	0.87500	0.12500
360	380	370	0	49	7	0.00000	0.87500	0.12500
380	400	390	0	49	7	0.00000	0.87500	0.12500
400	420	410	2	51	7	0.03571	0.91071	0.12500
420	440	430	1	52	5	0.01786	0.92857	0.08929
440	460	450	1	53	4	0.01786	0.94643	0.07143
460	480	470	2	55	3	0.03571	0.98214	0.05357
480	500	490	1	56	1	0.01786	1.00000	0.01786
; Statistics:
; -----------
; class interval     	20
; classes            	49
; count              	56
; sum                	-2329
; mean               	-41.5893
; median class       	[-80..-60[
; var                	8.25e+04
; std                	287.201
; min                	-476
; max                	486
; range              	962
; Host name	biow
; Job started	2014-09-05.195309
; Job done	2014-09-05.195309
; Seconds	0.21
;	user	0.21
;	system	0.02
;	cuser	0
;	csystem	0
